root(nselect:0) 	 	 Verbo(nselect:0)
{official, functionary}(nselect:0) 	 	 {mandarin}(nselect:0)
{official, functionary}(nselect:0) 	 	 {notary, notary public}(nselect:0)
{official, functionary}(nselect:0) 	 	 {noticer}(nselect:0)
{official, functionary}(nselect:0) 	 	 {officeholder, officer}(nselect:0)
{official, functionary}(nselect:0) 	 	 {agent, federal agent}(nselect:0)
{official, functionary}(nselect:0) 	 	 {provincial}(nselect:0)
{official, functionary}(nselect:0) 	 	 {postmaster general}(nselect:0)
{official, functionary}(nselect:0) 	 	 {proconsul}(nselect:0)
{official, functionary}(nselect:0) 	 	 {quaestor}(nselect:0)
{official, functionary}(nselect:0) 	 	 {recruiter}(nselect:0)
{official, functionary}(nselect:0) 	 	 {registrar, record-keeper, recorder}(nselect:0)
{official, functionary}(nselect:0) 	 	 {regulator}(nselect:0)
{official, functionary}(nselect:0) 	 	 {returning officer}(nselect:0)
{official, functionary}(nselect:0) 	 	 {sealer}(nselect:0)
{official, functionary}(nselect:0) 	 	 {searcher}(nselect:0)
{official, functionary}(nselect:0) 	 	 {teller, vote counter}(nselect:0)
{official, functionary}(nselect:0) 	 	 {town clerk}(nselect:0)
{official, functionary}(nselect:0) 	 	 {usher, doorkeeper}(nselect:0)
{official, functionary}(nselect:0) 	 	 {vizier}(nselect:0)
{official, functionary}(nselect:0) 	 	 {weigher}(nselect:0)
{official, functionary}(nselect:0) 	 	 {prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5)
{prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5) 	 	 {district attorney, DA}(nselect:0)
{prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5) 	 	 {state's attorney, state attorney}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adult, grownup}(nselect:0)
{adult, grownup}(nselect:0) 	 	 {professional, professional person}(nselect:0)
{professional, professional person}(nselect:0) 	 	 {lawyer, attorney}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {advocate, counsel, counselor, counsellor, counselor-at-law, pleader}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {ambulance chaser}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {barrister}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {conveyancer}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {defense attorney, defense lawyer}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {divorce lawyer}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {public defender}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {referee}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {solicitor}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {trial attorney, trial lawyer}(nselect:0)
{lawyer, attorney}(nselect:0) 	 	 {prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5)
{prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5) 	 	 {district attorney, DA}(nselect:0)
{prosecutor, public prosecutor, prosecuting officer, prosecuting attorney}(nselect:5) 	 	 {state's attorney, state attorney}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {agent}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {nature}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {supernatural, occult}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {theurgy}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {first cause, prime mover, primum mobile}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {destiny, fate}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {catalyst}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {deus ex machina}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {operator, manipulator}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {power, force}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {vital principle, life principle}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {engine}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {cause of death, killer}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {danger}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {agent}(nselect:0)
{entity}(nselect:0) 	 	 {abstraction, abstract entity}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {communication}(nselect:0)
{communication}(nselect:0) 	 	 {message, content, subject matter, substance}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {statement}(nselect:0)
{statement}(nselect:0) 	 	 {pleading}(nselect:0)
{pleading}(nselect:0) 	 	 {charge, complaint}(nselect:0)
{charge, complaint}(nselect:0) 	 	 {accusation, accusal}(nselect:8)
{accusation, accusal}(nselect:8) 	 	 {self-accusation, self-condemnation}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {recrimination}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {allegation}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {blame game}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {imprecation}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {imputation}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {indictment}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {information}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {preferment}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {incrimination, inculpation, blame}(nselect:0)
{accusation, accusal}(nselect:8) 	 	 {implication}(nselect:0)
{statement}(nselect:0) 	 	 {summary, sum-up}(nselect:0)
{statement}(nselect:0) 	 	 {amendment}(nselect:0)
{statement}(nselect:0) 	 	 {thing}(nselect:0)
{statement}(nselect:0) 	 	 {truth, true statement}(nselect:0)
{statement}(nselect:0) 	 	 {description, verbal description}(nselect:0)
{statement}(nselect:0) 	 	 {declaration}(nselect:0)
{statement}(nselect:0) 	 	 {announcement, proclamation, annunciation, declaration}(nselect:0)
{statement}(nselect:0) 	 	 {Bill of Rights}(nselect:0)
{statement}(nselect:0) 	 	 {formula}(nselect:0)
{statement}(nselect:0) 	 	 {mathematical statement}(nselect:0)
{statement}(nselect:0) 	 	 {bid, bidding}(nselect:0)
{statement}(nselect:0) 	 	 {word}(nselect:0)
{statement}(nselect:0) 	 	 {explanation, account}(nselect:0)
{statement}(nselect:0) 	 	 {explicandum, explanandum}(nselect:0)
{statement}(nselect:0) 	 	 {explanans}(nselect:0)
{statement}(nselect:0) 	 	 {value statement}(nselect:0)
{statement}(nselect:0) 	 	 {representation}(nselect:24)
{statement}(nselect:0) 	 	 {solution, answer, result, resolution, solvent}(nselect:0)
{statement}(nselect:0) 	 	 {answer, reply, response}(nselect:0)
{statement}(nselect:0) 	 	 {announcement, promulgation}(nselect:0)
{statement}(nselect:0) 	 	 {prediction, foretelling, forecasting, prognostication}(nselect:0)
{statement}(nselect:0) 	 	 {proposition}(nselect:0)
{statement}(nselect:0) 	 	 {quotation}(nselect:0)
{statement}(nselect:0) 	 	 {falsehood, falsity, untruth}(nselect:0)
{statement}(nselect:0) 	 	 {understatement}(nselect:0)
{statement}(nselect:0) 	 	 {reservation, qualification}(nselect:0)
{statement}(nselect:0) 	 	 {cautious statement}(nselect:0)
{statement}(nselect:0) 	 	 {comment, commentary}(nselect:0)
{statement}(nselect:0) 	 	 {remark, comment, input}(nselect:0)
{statement}(nselect:0) 	 	 {rhetorical question}(nselect:0)
{statement}(nselect:0) 	 	 {misstatement}(nselect:0)
{statement}(nselect:0) 	 	 {restatement}(nselect:0)
{statement}(nselect:0) 	 	 {condition, term}(nselect:0)
{statement}(nselect:0) 	 	 {estimate}(nselect:0)
{statement}(nselect:0) 	 	 {formula, chemical formula}(nselect:0)
{statement}(nselect:0) 	 	 {representation}(nselect:0)
{statement}(nselect:0) 	 	 {declaration}(nselect:0)
{statement}(nselect:0) 	 	 {assurance}(nselect:0)
{statement}(nselect:0) 	 	 {recital}(nselect:0)
{statement}(nselect:0) 	 	 {negation}(nselect:0)
{statement}(nselect:0) 	 	 {agreement, understanding}(nselect:2)
{agreement, understanding}(nselect:2) 	 	 {conspiracy, confederacy}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {fair-trade agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {covenant}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {unilateral contract}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {sale, sales agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {bargain, deal}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {working agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {gentlemen's agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {written agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {submission}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {entente, entente cordiale}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {oral contract}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {reservation}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {settlement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {severance agreement}(nselect:0)
{agreement, understanding}(nselect:2) 	 	 {suicide pact}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {body}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {corker}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {reminder}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {memorial}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {latent content}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {subject, topic, theme}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {digression, aside, excursus, divagation, parenthesis}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {meaning, significance, signification, import}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {nonsense, bunk, nonsensicality, meaninglessness, hokum}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {drivel, garbage}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {acknowledgment, acknowledgement}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {refusal}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {information, info}(nselect:0)
{information, info}(nselect:0) 	 	 {database}(nselect:0)
{database}(nselect:0) 	 	 {electronic database, on-line database, computer database, electronic information service}(nselect:0)
{database}(nselect:0) 	 	 {subdata base}(nselect:0)
{database}(nselect:0) 	 	 {list, listing}(nselect:5)
{list, listing}(nselect:5) 	 	 {agenda, agendum, order of business}(nselect:0)
{list, listing}(nselect:5) 	 	 {A-list}(nselect:0)
{list, listing}(nselect:5) 	 	 {bibliography}(nselect:0)
{list, listing}(nselect:5) 	 	 {bill}(nselect:0)
{list, listing}(nselect:5) 	 	 {blacklist, black book, shitlist}(nselect:0)
{list, listing}(nselect:5) 	 	 {calendar}(nselect:0)
{list, listing}(nselect:5) 	 	 {calorie chart}(nselect:0)
{list, listing}(nselect:5) 	 	 {canon}(nselect:0)
{list, listing}(nselect:5) 	 	 {catalog, catalogue}(nselect:0)
{list, listing}(nselect:5) 	 	 {character set}(nselect:0)
{list, listing}(nselect:5) 	 	 {checklist}(nselect:0)
{list, listing}(nselect:5) 	 	 {class list, honours list}(nselect:0)
{list, listing}(nselect:5) 	 	 {codex}(nselect:0)
{list, listing}(nselect:5) 	 	 {contents, table of contents}(nselect:0)
{list, listing}(nselect:5) 	 	 {corrigenda}(nselect:0)
{list, listing}(nselect:5) 	 	 {credits}(nselect:0)
{list, listing}(nselect:5) 	 	 {criminal record, record}(nselect:0)
{list, listing}(nselect:5) 	 	 {directory}(nselect:0)
{list, listing}(nselect:5) 	 	 {distribution list}(nselect:0)
{list, listing}(nselect:5) 	 	 {enumeration, numbering}(nselect:0)
{list, listing}(nselect:5) 	 	 {FAQ}(nselect:0)
{list, listing}(nselect:5) 	 	 {free list}(nselect:0)
{list, listing}(nselect:5) 	 	 {grocery list, shopping list}(nselect:0)
{list, listing}(nselect:5) 	 	 {hit list}(nselect:0)
{list, listing}(nselect:5) 	 	 {hit parade}(nselect:0)
{list, listing}(nselect:5) 	 	 {index}(nselect:0)
{list, listing}(nselect:5) 	 	 {key}(nselect:0)
{list, listing}(nselect:5) 	 	 {key}(nselect:0)
{list, listing}(nselect:5) 	 	 {inventory, stock list}(nselect:0)
{list, listing}(nselect:5) 	 	 {mailing list}(nselect:0)
{list, listing}(nselect:5) 	 	 {masthead, flag}(nselect:0)
{list, listing}(nselect:5) 	 	 {menu, computer menu}(nselect:0)
{list, listing}(nselect:5) 	 	 {necrology}(nselect:0)
{list, listing}(nselect:5) 	 	 {playlist, play list}(nselect:0)
{list, listing}(nselect:5) 	 	 {portfolio}(nselect:0)
{list, listing}(nselect:5) 	 	 {posting}(nselect:0)
{list, listing}(nselect:5) 	 	 {price list}(nselect:0)
{list, listing}(nselect:5) 	 	 {push-down list, push-down stack, stack}(nselect:0)
{list, listing}(nselect:5) 	 	 {queue}(nselect:0)
{list, listing}(nselect:5) 	 	 {roll, roster}(nselect:0)
{list, listing}(nselect:5) 	 	 {schedule}(nselect:0)
{list, listing}(nselect:5) 	 	 {shopping list}(nselect:0)
{list, listing}(nselect:5) 	 	 {short list, shortlist}(nselect:0)
{list, listing}(nselect:5) 	 	 {sick list}(nselect:0)
{list, listing}(nselect:5) 	 	 {slate, ticket}(nselect:0)
{list, listing}(nselect:5) 	 	 {standing}(nselect:0)
{list, listing}(nselect:5) 	 	 {wish list}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {guidance, counsel, counseling, counselling, direction}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {commitment, dedication}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {approval, commendation}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {disapproval}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {respects}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {disrespect, discourtesy}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {interpolation, insertion}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {statement}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {wit, humor, humour, witticism, wittiness}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {opinion, view}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {direction, instruction}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {proposal}(nselect:33)
{proposal}(nselect:33) 	 	 {advice}(nselect:0)
{proposal}(nselect:33) 	 	 {counterproposal}(nselect:0)
{proposal}(nselect:33) 	 	 {hypothesis}(nselect:0)
{proposal}(nselect:33) 	 	 {suggestion, proposition, proffer}(nselect:0)
{proposal}(nselect:33) 	 	 {introduction}(nselect:0)
{proposal}(nselect:33) 	 	 {re-introduction}(nselect:0)
{proposal}(nselect:33) 	 	 {motion, question}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {offer, offering}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {submission, entry}(nselect:0)
{submission, entry}(nselect:0) 	 	 {filing}(nselect:5)
{message, content, subject matter, substance}(nselect:0) 	 	 {narrative, narration, story, tale}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {promotion, publicity, promotional material, packaging}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {sensationalism}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {shocker}(nselect:0)
{message, content, subject matter, substance}(nselect:0) 	 	 {request, petition, postulation}(nselect:20)
{request, petition, postulation}(nselect:20) 	 	 {application}(nselect:0)
{request, petition, postulation}(nselect:20) 	 	 {solicitation, appeal, collection, ingathering}(nselect:4)
{solicitation, appeal, collection, ingathering}(nselect:4) 	 	 {whip-round}(nselect:0)
{request, petition, postulation}(nselect:20) 	 	 {demand}(nselect:0)
{communication}(nselect:0) 	 	 {written communication, written language, black and white}(nselect:0)
{written communication, written language, black and white}(nselect:0) 	 	 {writing, written material, piece of writing}(nselect:0)
{writing, written material, piece of writing}(nselect:0) 	 	 {document, written document, papers}(nselect:14)
{document, written document, papers}(nselect:14) 	 	 {legal document, legal instrument, official document, instrument}(nselect:0)
{legal document, legal instrument, official document, instrument}(nselect:0) 	 	 {writ, judicial writ}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {court order}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {warrant}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {assize}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {certiorari, writ of certiorari}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {habeas corpus, writ of habeas corpus}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {venire facias}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {mandamus, writ of mandamus}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {attachment}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {fieri facias}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {scire facias}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {sequestration}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {writ of detinue}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {writ of election}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {writ of error}(nselect:0)
{writ, judicial writ}(nselect:0) 	 	 {writ of prohibition}(nselect:0)
